id_response,Date,agency,Q1.Poc,Q1a.Poc_title,Q1b.Poc_supervisor,Q1c.poc_responsibility_1,Q1c.poc_responsibility_2,Q1c.poc_responsibility_3,Q1c.poc_responsibility_4,Q1c.poc_responsibility_5,Q1c.poc_responsibility_6,Q1c.poc_responsibility_7,Q1c.poc_responsibility_8,Q1c.poc_responsibility_9,Q1c.poc_responsibility_10,Q1c.poc_responsibility_99,Q1c.poc_responsibility_88,Q2.ur_title,Q3.upload,Q4.ur_supervisor,Q5.ur_responsibility_1,Q5.ur_responsibility_2,Q5.ur_responsibility_3,Q5.ur_responsibility_4,Q5.ur_responsibility_5,Q5.ur_responsibility_6,Q5.ur_responsibility_7,Q5.ur_responsibility_8,Q5.ur_responsibility_9,Q5.ur_responsibility_10,Q5.ur_responsibility_99,Q5.ur_responsibility_88,Q6.years_current,Q6.months_current,Q7.years_vr,Q7.months_vr,Q8.years_any,Q8.months_any,Q9.educat,Q9.educat_other,Q10.crc,Q11.academic_1,Q11.academic_2,Q11.academic_3,Q11.academic_4,Q11.academic_5,Q11.academic_6,Q11.academic_7,Q11.academic_88,Q12.business_bg,Q12a.business_des_0,Q12a.business_des_1,Q12a.business_des_2,Q12a.business_des_3,Q12a.business_des_4,Q12a.business_des_5,Q12a.business_des_6,Q12a.business_des_7,Q12a.business_des_8,Q12a.business_des_9,Q12a.business_des_10,Q12a.business_des_11,Q12a.business_des_12,Q12a.business_des_13,Q12a.business_des_14,Q12a.business_des_15,Q12a.business_des_88,A1.br_text,A2.bus_as_customer,A3.serve_bus_1,A3.serve_bus_2,A3.serve_bus_3,A3.serve_bus_4,A3.serve_bus_5,A3.serve_bus_6,A3.serve_bus_7,A3.serve_bus_8,A3.serve_bus_9,A3.serve_bus_10,A3.serve_bus_11,A3.serve_bus_12,A3.serve_bus_99,A3.serve_bus_88,A4.activities_br_1,A4.activities_br_2,A4.activities_br_3,A4.activities_br_4,A4.activities_br_5,A4.activities_br_6,A4.activities_br_7,A4.activities_br_8,A4.activities_br_9,A4.activities_br_10,A4.activities_br_11,A4.activities_br_99,A4.activities_br_88,A5.areas_br_1,A5.areas_br_2,A5.areas_br_3,A5.areas_br_4,A5.areas_br_5,A5.areas_br_6,A5.areas_br_7,A5.areas_br_88,A6.initiatives_br,A6a.initiatives_br_des1,A6a.initiatives_br_des2,A6a.initiatives_br_des3,A6b.initiatives_br_add,A6b.initiatives_br_add_1,A6b.initiatives_br_add_2,A6b.initiatives_br_add_3,A6b.initiatives_br_add_4,A6b.initiatives_br_add_5,A6b.initiatives_br_add_6,A7.vevraa,A7a.vevraa_des,A8.partner,A8a.fed_agency_1,A8a.fed_agency_2,A8a.fed_agency_3,A8a.fed_agency_4,A8a.fed_agency_5,A8a.fed_agency_6,A8a.fed_agency_7,A8a.fed_agency_99,A8a.fed_agency_88,A8b.state_entity_1,A8b.state_entity_2,A8b.state_entity_3,A8b.state_entity_4,A8b.state_entity_5,A8b.state_entity_6,A8b.state_entity_7,A8b.state_entity_8,A8b.state_entity_9,A8b.state_entity_10,A8b.state_entity_11,A8b.state_entity_12,A8b.state_entity_99,A8b.state_entity_88,A8c.bus_org_1,A8c.bus_org_2,A8c.bus_org_3,A8c.bus_org_4,A8c.bus_org_5,A8c.bus_org_99,A8c.bus_org_88,B1.fte_time,B2.special_staff,B2a.fte_num,B3.add_staff_1,B3.add_staff_2,B3.add_staff_3,B3.add_staff_4,B3.add_staff_5,B3.add_staff_6,B3.add_staff_88,B4.external_res,B5.qualif_br_1,B5.qualif_br_2,B5.qualif_br_3,B5.qualif_br_4,B5.qualif_br_5,B5.qualif_br_88,B6.skill_br_1,B6.skill_br_2,B6.skill_br_3,B6.skill_br_4,B6.skill_br_5,B6.skill_br_6,B6.skill_br_88,B7.training_req,B8.component_br_1,B8.component_br_2,B8.component_br_3,B8.component_br_4,B8.component_br_5,B8.component_br_6,B8.component_br_7,B8.component_br_8,B8.component_br_88,C1.poc_web,C2.services_web,C3.links_web_1,C3.links_web_2,C3.links_web_3,C3.links_web_4,C3.links_web_5,C3.links_web_6,C3.links_web_88,C4.database,C5.outreach_1,C5.outreach_2,C5.outreach_3,C5.outreach_4,C5.outreach_5,C5.outreach_6,C5.outreach_7,C5.outreach_8,C5.outreach_9,C5.outreach_10,C5.outreach_88,C6.data_br,C6.data_br_text,C7.info_hired,C8.info_tool_1,C8.info_tool_2,C8.info_tool_3,C8.info_tool_4,C8.info_tool_5,C8.info_tool_99,C8.info_tool_6,C8.info_tool_88,C8a.frequency_br,C8a.frequency_br_other,D1.lmi,D1a.lmi_no,D2.sources_lmi_1,D2.sources_lmi_2,D2.sources_lmi_3,D2.sources_lmi_4,D2.sources_lmi_5,D2.sources_lmi_6,D2.sources_lmi_88,D3.elements_lmi_1,D3.elements_lmi_2,D3.elements_lmi_3,D3.elements_lmi_4,D3.elements_lmi_5,D3.elements_lmi_6,D3.elements_lmi_7,D3.elements_lmi_8,D3.elements_lmi_9,D3.elements_lmi_88,D4.trad_lmi_1,D4.trad_lmi_2,D4.trad_lmi_3,D4.trad_lmi_4,D4.trad_lmi_5,D4.trad_lmi_6,D4.trad_lmi_7,D4.trad_lmi_8,D4.trad_lmi_88,D5.real_lmi,D6.real_lmi_source,D7.rlmi_elements_1,D7.rlmi_elements_2,D7.rlmi_elements_3,D7.rlmi_elements_4,D7.rlmi_elements_5,D7.rlmi_elements_6,D7.rlmi_elements_7,D7.rlmi_elements_8,D7.rlmi_elements_88,D8.rlmi_use_1,D8.rlmi_use_2,D8.rlmi_use_3,D8.rlmi_use_4,D8.rlmi_use_5,D8.rlmi_use_6,D8.rlmi_use_7,D8.rlmi_use_8,D8.rlmi_use_88,E1.small_bus,E2.tailor_br,E3.small_outreach_1,E3.small_outreach_2,E3.small_outreach_3,E3.small_outreach_4,E3.small_outreach_5,E3.small_outreach_6,E3.small_outreach_7,E3.small_outreach_8,E3.small_outreach_9,E3.small_outreach_10,E3.small_outreach_88,E4.effectiv_outreach,E5.rank_1,E5.rank_2,E5.rank_3,E5.rank_4
91,9/24/14 0:00,Massachusetts Rehabilitation Commission,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Director Statewide Job Placement Services,0,Assitant Commissioner of Vocational Rehabilitation,1,1,1,1,1,0,1,1,1,0,0,0,5,,20.5,6,20.5,6,5,,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,MSM,"Provide job placement/job matching services. Provide consultation on ""reasonable accommodations"".",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,MRC Employer Account Management System,MRC / OFCCP Annual Hiring Event,Employer Job Driven Training Programs,1,"MRC ""Call Us First"" Program",On-Site Employer Placement Programs,Employer Advisory Council (Commissioner),Business Advisory Council,0,0,1,Statewide Employment Serices Program,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,30,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,Marketing and recruitment experience for Employment Services Specialists,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,Detailed job descriptions,Employer Boards and councils,1,1,1,1,1,0,0,0,9,-9,1,-7,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,"We receive direct job postings from employers prior to general public announcements. Implenting ""Call Us First"" program. Employer forecasting through world wide staffing agencies",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,9,9,9
92,10/1/14 0:00,North Carolina Division of Services for the Blind,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Employment Services Specialist,1,Chief of Rehabilitation Field Services,1,1,1,1,1,1,1,0,0,0,0,0,2.25,3,2.25,3,0,0,5,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Even though our agency has adopted the dual customer approach and when working with businesses our staff interacts with the employer as though they are a customer, in practical application they do not use business relations as a placement strategy and are still focused on one consumer - one job. I think in part this occurs because of the size of our agency and the number of consumers available at any one time for an employer to have access to for their positions. Increasing the size of the talent pool through cooperation across all of VR statewide and nationally increases the talent pool and helps build the business relationship, but the staff working on the front lines struggle to implement this strategy, largely due to placement requirements (outcomes) and a large number of consumers with intensive placement needs.",1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,"We have business services, which we rely on to build our business relationships and increase employment opportunities for consumers. http://www.ncdhhs.gov/dsb/business/",-9,-9,0,-7,-7,-7,-7,-7,-7,1,"The NET POC (myself) has developed a 503 presentation for employers summarizing with some detail ""What Employers Need to Know about 503."" The presentation has been delivered at an employer conference.",1,0,0,0,0,0,0,1,0,-9,0,0,0,0,0,0,0,0,0,1,0,1,0,Department of Health and Human Services,0,1,1,0,0,0,0,0.2,1,7,0,1,0,1,0,1,0,0,0,0,0,0,1,Associates from a two-yr technical school or community college in a problem targeting support services for human service agencies; six month practicum/internship,0,0,0,0,1,0,0,"All new business reps and new counselors are required to attend ""DSB Business Relationship Training"". This has been loosely enforced due to competing priorities within the agency, especially the planning and implementation of a new case management system. Objectives of training: define placement roles and effective practices; increase proficiency of DSB business services (e.g., OJT); expand understanding of business relationship model; increase knowlede of SSI/DI and work incentives; define the consumer and business customers and describe their independence; gain insight into value of excellent customer service; Introduce the NET and initiatives, such as TAP; increase ability to build business relationships; link standards and indicators with placement data and consideration of effects on consumer (e.g., job verses career outcomes and corresponding wages.)",0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,DOL information on WOTC; EEOC ADA fact sheet; JAN,0,1,1,1,1,0,1,0,1,1,0,0,1,types of positions and qualifications for those positions; business culture; hiring process,"Placement database (hires with staff involvement pre-hire)is shared statewide with the idea that staff in other parts of state could use the information to reach out to the same business in their area. Placement database contains the name of the employer; location; contact info for employer; name of counselor or business rep who made placement; starting wage; number of hours worked; whether or not insurance was provided; business services provided to that employer; client disability and etiology. Even though this is available to all staff, few are using it to my knowledge.",0,0,0,0,0,1,0,0,7,-7,1,-7,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,4,1,0,1,1,0,0,0,0,1,0,0,0,9,1,4,2,3
95,10/7/14 0:00,Georgia Division of Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Relations Director,0,Director of the Vocational Rehabilitation Program,1,0,0,1,1,1,1,1,1,0,0,0,0.5,6,6.5,6,6.5,6,5,,1,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,Single Point of Contact to the employer and key community partners with a dual costumer approach (Candidate and Employer).,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,We are developing a new structure for our business relation program to improve the level of effectiveness in sone of these areas.,1,We are working with OFCCP to provide training to businesses in our community,-9,-9,0,-7,-7,-7,-7,-7,-7,1,We sponsorede a conference with OFCCP. We will be conducting 2 conferences every year. One for the North side of the State and the other on the South part of the State.,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,37,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,"6 or more years of experience placing individuals with disabilities, knowledge of the business community and economic development.",1,0,0,1,0,0,1,0,0,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,9,9,9,-9,9,-9,-9,9,9,9,9,9,9,9,-9,9,-9,9,-9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,-9,9,-9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9,9,9,9,9,9,9,9,-9,9,9,9,9,9
96,9/26/14 0:00,North Carolina Division of Vocational and Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Program Specialist for Transition and Employment Services,0,Chief of Employment Services and Program Development,0,1,1,0,0,0,1,1,1,0,0,0,0.42,5,12.25,3,12.25,3,5,,1,0,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,Developing relationships with businesses in order to assess business needs so that we can offer services to support diverse workplaces including connecting employers to a pool of job candidates with disabilities.,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,We continue to promote a dual customer initiative by training new staff on the Employment Outcomes Professional curriculum obtained from Bill Santos.,-9,-9,0,-7,-7,-7,-7,-7,-7,1,We have an administrative process of receiving 503 compliance findings for employers in our state and then connecting with these employers to discuss and explore the VR-business relationship and how we might help them to come into compliance.We also have a method for receiving contacts from employers who are interested in proactively addressing diversity hiring needs though we are working to analyze the impact of these contracts and to refine this process.,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0.5,1,70,1,1,0,1,0,1,Field level supervisors,1,1,0,1,1,0,0,1,0,0,1,1,0,0,"Our local Business Relations Representatives (BRRs) are trained by their managers along with our Regional Specialists for Employment Services.  They cover the following topics: VR101 (business/job related services, etc.), Business Relationships (including Dual customer approach), Client Relationships, BRR Workload Management (reporting, time management, etc.)",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,"We have piloted employer account management tools in the past and are in the process of developing procedures around managing employer contacts in our new case management system.  Some of the info we intend to collect includes: types of jobs, characteristics of jobs, VR services offered/provided to employers, and results of those interventions. Employers are also targeted in our triennial Comprehensive Needs Assessment",Our staff will certainly return to employers who have hired our applicants in the past.  Our staff also work to develop relationships with employers in industries that match the goals of our clients.,1,0,0,1,1,0,0,0,5,0,1,-7,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,5,1,0,1,1,0,0,0,0,1,0,0,0,1,3,4,2,1
97,10/2/14 0:00,Connecticut Vocational Rehabilitation Program Services for the Blind,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,VR Counselor Coordinator,0,VR Supervisor,0,0,0,0,0,0,1,0,0,0,0,0,0.83,10,12.83,10,12.83,10,5,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"To maintain a relationship with employers by meeting their employment needs and acting as a consultant for their employment needs.  This is completed through honesty, integrity and follow through.  In turn, this leads to a long-term relationships with employer and leads to job opportunities for our clients.",0,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,-7,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,0,-7,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.5,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,Our staff have partipated in training through Employment Management Professionals Oakville.  VR Counselors learn how to approach employers and create job opportunities for clients.  Their website is: http://www.empoakville.com/,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,NFB-NEWSLINE,1,1,0,1,0,1,1,0,1,1,0,0,0,-7,"Our case management, System 7, has an employer database.  The counselor inputs employer information which can then be accessed by other counselors should they be looking for a specific employer.",0,0,0,0,1,0,0,0,6,0,1,-7,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,1,0,1,0,1,0,1,1,0,1,1,0,0,3,3,2,4,1
98,9/29/14 0:00,District of Columbia Rehabilitation Services Administration,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Supervisory Business Relations Specialist,1,Deputy Director,1,1,1,1,1,1,1,1,1,1,0,"facilitate direct placements of job seekers into employment, conduct work readiness workshops, interview job seekers for employment readiness, document progress in System 7; track placements, job seekers referral within a Google Doc -there in no data system for the business team, track job leads from businesses, educate and support VR counselors; manage relationship with the Workforce Entity Counterpart, DOES",4,,4,,4,,5,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,"Supporting Businesses with disability awareness, job matching, employment, mock interview  and Job Seekers with resume support, applying for jobs, providing work readiness training and job clubs.",1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,Inclusion in needs assessment survey feedback,0,1,0,1,1,0,0,0,1,Talent Preview Program - is a subsidized internship program for employers to train and learn about our job seekers.,"Industry Spotlights - allow business to come into the agency to education job seekers and VR counselors about a particular industry, employment opportunity projections, and expectation for successful applicants",Disability Awareness Education - we host internal disability awareness educaton session and we visit employer sites to provide awareness education to employees,0,-7,-7,-7,-7,-7,-7,1,"Everything we do supports the business with meeting their 503/VEVRRA goals.  Our offerings allow business to demonstrate their efforts to market and recruit individuals with disabilities. i.g. direct employment, internships, Industry Spotlight presentations to job seekers with disabilities, conducting mock interviews and providing feedback to increase the job seekers's employment opportunities, participating in disability awareness education efforts, marketing employment vacancies to the job seekers with disabilities.",1,1,0,1,0,1,0,1,0,"USDA, SSA, IRS, NASA, CSOSA etc.",0,1,0,0,0,0,0,1,1,0,0,1,0,Workforce Entity - DC Department of Employment Services.,0,1,1,1,1,0,"DC Board of Trade, Metropolitan Hispanic Chamber of Commerce, DC Jobs Council",0.5,1,5,0,0,0,0,0,1,Contracted providers,1,1,1,1,1,1,Ability to follow through and obtain measurable results,1,1,1,1,1,0,0,-9,1,0,1,0,1,0,0,0,0,0,1,9,9,9,9,9,9,-9,0,1,1,0,1,0,1,0,1,1,1,Traditional Pounding of the pavement and Workforce entity-rarely. Workforce entity is very protective of their busines contacts. They are not as inclusive as they could be. Individual with Disabilities are left out of many larger employer initiatives,1,"Are they a federal contractor, how do they educate their staff, what they look for in successful job seekers, what is the hiring practice for individual with past criminal records, Do they utilize WOTC",-9,1,1,0,1,1,0,1,Survey/Focus Group is conducted when the Needs Assessment is done every 2/3 years.,8,During Needs Assessment which is conducted every 2/3 years,1,-7,1,0,0,0,0,1,State Workforce Entity - Dept of Employment Services,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,3,0,1,1,0,0,1,1,0,1,1,0,0,2,3,2,4,1
99,9/29/14 0:00,Oregon Commission for the Blind,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Job Develpment Corodinator/ Vocational Counselor,0,VR Services Director,1,1,1,1,1,1,0,1,0,0,0,0,0.58,7,0.58,7,10,,5,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"job development, promoting VR services to businesses, marketing clients to businesses, providing disability awareness training to employers.  Creating internships and work experiences with employers for students and adults who are blind and low vision.",0,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,-7,0,-7,-7,-7,7,-7,-7,-7,-7,-7,-7,0,-7,1,0,1,0,0,0,0,1,0,Oregon Vocational Rehabilitation Services,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,"Portland Commission on Disabilities, Metropolitan Senior Network",1,1,1,0,0,0,0,0,1,Voc Counselor/ Job developer Training Center,1,1,1,1,1,0,0,1,0,1,0,1,0,0,N/A,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,-7,N/A,0,0,0,1,1,0,0,0,4,0,1,-7,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,5,1,1,1,1,0,1,1,0,1,0,0,0,2,1,2,4,3
100,10/8/14 0:00,Washington State Department of Services for the Blind,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Program and Partnership Development,0,Assistant Director of Customer Services,1,1,1,1,1,1,0,0,1,0,0,0,14.17,2,-9,,-9,,4,,0,0,0,0,0,0,1,1,Psychology,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,Not a strong definition,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,503 Federal Contractors,Gov. 5% Hiring Initiative,Federal Agency hiring Initiative,0,-7,-7,-7,-7,-7,-7,1,-9,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0.3,0,-7,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,-9,9,9,9,9,9,9,9,9,-9,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,-9,-9,0,0,1,1,0,0,0,0,1,0,1,-7,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,-9,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0,1,1,1,1,0,0,9,9,1,9,9
101,10/3/14 0:00,Michigan Rehabilitation Services,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Business Network Unit Manager,0,Bureau Director,1,1,1,1,1,1,1,1,1,0,0,0,4.17,2,16.08,1,16.08,1,5,,1,0,1,0,0,0,0,1,Rehabilitation Counseling,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Disability management,"We provide expert tools and resources to businesses looking to enhance their workforce. Business Network services support the natural relationship between MRS customers, counselors, and community businesses. Our services identify qualified job candidates, ensure that appropriate supports and communication are in place, plan for prevention of disability, and help businesses manage disabilities when injury occurs. The focus of our services is businesses profitability and a sound match between workers and jobs."" Our current director carries the torch with respect to the ""dual-customer"" approach developed by CSAVR-NET Director and members.",1,1,1,1,1,1,1,0,1,0,1,1,1,0,Prevention services to businesses through our Occupational Therapists on staff.,1,1,1,0,1,0,1,1,1,0,0,0,"Our agency has a developed electronic database for tracking business contacts however, it is not well used and/or maintained as it is not an intuitive/user-friendly system. We did conduct a business satisfaction survey when our unit was administering an ARRA program which involved work experience opportunities with businesses; we also conduct business satisfaction surveys with state departments who have referred state employees to our agency for services and/or assistance with reasonable accomodations.",0,1,0,1,1,0,0,0,1,Development of Business Relations Specialists (BRS) identified in each district throughout the state.,Monthly training sessions for BRS staff which includes use of the NET Modules developed and published in 2011,"Annual Governor's Disability Summit hosted by our agency, the Gov. office, and other partners",1,Business Network Unit was established in 2008 to help launch business services across the state to our business customers,Fee-for-Service program,0,0,0,0,1,"Business Network Unit staff have been trained and currently partner with our local OFCCP office regarding the newly revised regs.  Additionally, the agency is partnering with local BLN and NILG organizations and holding events specifically targeting federal contractors. Lastly, district Business Resource Specialists (BRS) are going through training currently and will be provided a listing of federal and subcontractors in their region for outreach purposes.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,2,1,0,0,1,0,1,All Business Network Unit have a required business relations responsibility (min. 25%),1,1,1,1,1,1,Ability to get to the immediate needs of the business and deliver in a timely manner.,1,1,1,1,1,1,"Understanding local labor market data which relates to ""Strategic planning""",We are in the process of developing a training curriculum for the regional Business Resource Specialists.,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,We are in the process of getting TAP on our website.,0,1,1,1,0,0,1,0,1,1,1,Governor's Business Summit,0,-7,N/A,0,0,0,0,0,1,0,0,7,-7,1,-7,1,1,0,0,0,1,Open Options purchased computer database system,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,"Business Network Unit frequently utilizes LMI to identify business partners and to communicate with businesses.  In general, the agency counselors do not use LMI for those purposes.",0,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,2,0,0,1,1,0,1,0,0,1,0,0,0,3,2,4,1,3
102,10/3/14 0:00,Iowa Department for the Blind,1,-7,-7,7,7,7,7,7,7,7,7,7,7,7,-7,Rehabilitation Employment Specialist,0,Vocational Rehabilitation Supervisor,0,0,0,0,0,1,0,0,0,1,0,"I manage a small caseload, am a consultant to our counseling staff for their job ready clients, facilitate trainings for clients, and network with a multitude of businesses across eastern Iowa, and so business relations is just one phase of my job since we are a small agency.",5.67,8,36.25,3,36.25,3,4,,0,0,0,0,0,0,0,1,BS in Education and Rehabilitation,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-7,Building mutually beneficial partnerships with Iowa businesses,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,"Our VR Staff Dedication to supplying qualified applicants, Establishment of Employer Accounts, Job Retention",1,Development of Strategic Plan to be implemented throughout this next fiscal year,-9,-9,0,-7,-7,-7,-7,-7,-7,1,Looking at it in our strategic plan which is still in process,1,0,0,0,1,0,1,1,0,Most of these are through the NET,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,Employer Disability Resource Network,-9,1,2,0,0,0,1,1,0,0,1,1,1,1,1,1,"Excellent communication skills, i.e. Listening, Acknowleding and  Addressing Employer Concerns and Fears",1,1,1,1,1,0,0,Extensive training in case management as well as in employer development; a recent emphasis has been on advanced degrees and certifications,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Not sure,1,1,1,1,0,0,1,0,0,0,0,0,1,"What are high turnover jobs, what skills & abilities are needed, etc",Lots of networking and sharing of information,0,0,0,1,1,0,0,0,5,0,0,-9,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,7,-7,7,7,7,7,7,7,7,7,-7,7,7,7,7,7,7,7,7,-7,5,1,1,1,1,0,0,0,0,1,0,0,0,3,1,4,3,2
